,regulator,gene_name,gene_id,effect,ev_level,source
454,Fnr,tdcG,b4471,+,0.0,RegulonDB_TF
455,Fnr,tpx,b1324,-,0.0,RegulonDB_TF
456,Fnr,trmD,b2607,-,0.0,RegulonDB_TF
457,Fnr,ubiA,b4040,-,0.0,RegulonDB_TF
458,Fnr,ubiC,b4039,-,0.0,RegulonDB_TF
459,Fnr,upp,b2498,+,0.0,RegulonDB_TF
460,Fnr,uraA,b2497,+,0.0,RegulonDB_TF
461,Fnr,uxaA,b3091,+,0.0,RegulonDB_TF
462,Fnr,uxaC,b3092,+,0.0,RegulonDB_TF
463,Fnr,xdhA,b2866,+,0.0,RegulonDB_TF
464,Fnr,xdhB,b2867,+,0.0,RegulonDB_TF
465,Fnr,tdcF,b3113,+,0.0,RegulonDB_TF
466,Fnr,xdhC,b2868,+,0.0,RegulonDB_TF
467,Fnr,ybdZ,b4511,+,0.0,RegulonDB_TF
468,Fnr,ychO,b1220,-,0.0,RegulonDB_TF
469,Fnr,ydeJ,b1537,+,0.0,RegulonDB_TF
470,Fnr,yecR,b1904,+,0.0,RegulonDB_TF
471,Fnr,yeiL,b2163,-,0.0,RegulonDB_TF
472,Fnr,ygbA,b2732,-,0.0,RegulonDB_TF
473,Fnr,ymjE,b4742,-,0.0,RegulonDB_TF
474,Fnr,ysgA,b3830,-,0.0,RegulonDB_TF
475,Fnr,ytfE,b4209,-,0.0,RegulonDB_TF
476,Fnr,zwf,b1852,-,0.0,RegulonDB_TF
477,FucR,fucA,b2800,+,0.0,RegulonDB_TF
478,Fnr,ybdN,b0602,+,0.0,RegulonDB_TF
479,FucR,fucI,b2802,+,0.0,RegulonDB_TF
480,Fnr,tdcE,b3114,+,0.0,RegulonDB_TF
481,Fnr,tdcC,b3116,+,0.0,RegulonDB_TF
482,Fnr,rpsP,b2609,-,0.0,RegulonDB_TF
483,Fnr,rpsQ,b3311,+,0.0,RegulonDB_TF
484,Fnr,rpsS,b3316,+,0.0,RegulonDB_TF
485,Fnr,sdhA,b0723,-,0.0,RegulonDB_TF
486,Fnr,sdhB,b0724,-,0.0,RegulonDB_TF
487,Fnr,sdhC,b0721,-,0.0,RegulonDB_TF
488,Fnr,sdhD,b0722,-,0.0,RegulonDB_TF
489,Fnr,sdhX,b4764,-,0.0,RegulonDB_TF
490,Fnr,sodA,b3908,-,0.0,RegulonDB_TF
491,Fnr,soxR,b4063,-,0.0,RegulonDB_TF
492,Fnr,soxS,b4062,-,0.0,RegulonDB_TF
493,Fnr,tdcD,b3115,+,0.0,RegulonDB_TF
494,Fnr,ssuA,b0936,+,0.0,RegulonDB_TF
495,Fnr,ssuC,b0934,+,0.0,RegulonDB_TF
496,Fnr,ssuD,b0935,+,0.0,RegulonDB_TF
497,Fnr,ssuE,b0937,+,0.0,RegulonDB_TF
498,Fnr,sucA,b0726,-,0.0,RegulonDB_TF
499,Fnr,sucB,b0727,-,0.0,RegulonDB_TF
500,Fnr,sucC,b0728,-,0.0,RegulonDB_TF
501,Fnr,sucD,b0729,-,0.0,RegulonDB_TF
502,Fnr,tap,b1885,+,0.0,RegulonDB_TF
503,Fnr,tar,b1886,+,0.0,RegulonDB_TF
504,Fnr,tdcA,b3118,+,0.0,RegulonDB_TF
505,Fnr,tdcB,b3117,+,0.0,RegulonDB_TF
506,Fnr,ssuB,b0933,+,0.0,RegulonDB_TF
507,FucR,fucK,b2803,+,0.0,RegulonDB_TF
508,FucR,fucO,b2799,+,0.0,RegulonDB_TF
509,FucR,fucP,b2801,+,0.0,RegulonDB_TF
510,Fur,katG,b3942,+,0.0,RegulonDB_TF
511,Fur,lpd,b0116,?,0.0,RegulonDB_TF
512,Fur,metH,b4019,-,0.0,RegulonDB_TF
513,Fur,metJ,b3938,-,0.0,RegulonDB_TF
514,Fur,mntH,b2392,-,0.0,RegulonDB_TF
515,Fur,mntP,b1821,+,0.0,RegulonDB_TF
516,Fur,nac,b1988,-,0.0,RegulonDB_TF
517,Fur,ndh,b1109,-,0.0,RegulonDB_TF
518,Fur,nfeF,b3070,-,0.0,RegulonDB_TF
519,Fur,nrdE,b2675,-,0.0,RegulonDB_TF
520,Fur,nrdF,b2676,-,0.0,RegulonDB_TF
521,Fur,katE,b1732,+,0.0,RegulonDB_TF
522,Fur,nrdH,b2673,-,0.0,RegulonDB_TF
523,Fur,ompF,b0929,+,0.0,RegulonDB_TF
524,Fur,purR,b1658,-,0.0,RegulonDB_TF
525,Fur,rcnA,b2106,-,0.0,RegulonDB_TF
526,Fur,rcnB,b2107,-,0.0,RegulonDB_TF
527,Fur,rpoS,b2741,-,0.0,RegulonDB_TF
528,Fur,sdhA,b0723,+,0.0,RegulonDB_TF
529,Fur,sdhB,b0724,+,0.0,RegulonDB_TF
530,Fur,sdhC,b0721,+,0.0,RegulonDB_TF
531,Fur,sdhD,b0722,+,0.0,RegulonDB_TF
532,Fur,sdhX,b4764,+,0.0,RegulonDB_TF
533,Fur,soxR,b4063,-,0.0,RegulonDB_TF
534,Fur,nrdI,b2674,-,0.0,RegulonDB_TF
535,Fur,hmp,b2552,-,0.0,RegulonDB_TF
536,Fur,grcA,b2579,-,0.0,RegulonDB_TF
537,Fur,gnd,b2029,-,0.0,RegulonDB_TF
538,FucR,fucR,b2805,+,0.0,RegulonDB_TF
539,FucR,fucU,b2804,+,0.0,RegulonDB_TF
540,Fur,amtB,b0451,?,0.0,RegulonDB_TF
541,Fur,aspC,b0928,-,0.0,RegulonDB_TF
542,Fur,cyoA,b0432,-,0.0,RegulonDB_TF
543,Fur,cyoB,b0431,-,0.0,RegulonDB_TF
544,Fur,cyoC,b0430,-,0.0,RegulonDB_TF
545,Fur,cyoD,b0429,-,0.0,RegulonDB_TF
546,Fur,cyoE,b0428,-,0.0,RegulonDB_TF
547,Fur,feoA,b3408,-,0.0,RegulonDB_TF
548,Fur,feoB,b3409,-,0.0,RegulonDB_TF
549,Fur,feoC,b3410,-,0.0,RegulonDB_TF
550,Fur,fhuE,b1102,-,0.0,RegulonDB_TF
551,Fur,fiu,b0805,-,0.0,RegulonDB_TF
552,Fur,flhC,b1891,-,0.0,RegulonDB_TF
553,Fur,flhD,b1892,-,0.0,RegulonDB_TF
554,Fur,fnr,b1334,-,0.0,RegulonDB_TF
555,Fur,fumB,b4122,+,0.0,RegulonDB_TF
556,Fur,fumC,b1611,-,0.0,RegulonDB_TF
557,Fur,gdhA,b1761,?,0.0,RegulonDB_TF
558,Fur,glnD,b0167,-,0.0,RegulonDB_TF
559,Fur,glnK,b0450,?,0.0,RegulonDB_TF
560,Fur,gltB,b3212,-,0.0,RegulonDB_TF
561,Fur,gltD,b3213,-,0.0,RegulonDB_TF
562,Fur,gltF,b3214,-,0.0,RegulonDB_TF
563,Fnr,rpsJ,b3321,+,0.0,RegulonDB_TF
564,Fnr,rpsI,b3230,-,0.0,RegulonDB_TF
565,Fnr,rpsC,b3314,+,0.0,RegulonDB_TF
566,Fnr,rpmC,b3312,+,0.0,RegulonDB_TF
567,Fnr,fixX,b0044,+,0.0,RegulonDB_TF
568,Fnr,focB,b2492,-,0.0,RegulonDB_TF
569,Fnr,frdA,b4154,+,0.0,RegulonDB_TF
570,Fnr,frdB,b4153,+,0.0,RegulonDB_TF
571,Fnr,frdC,b4152,+,0.0,RegulonDB_TF
572,Fnr,frdD,b4151,+,0.0,RegulonDB_TF
573,Fnr,fumA,b1612,-,0.0,RegulonDB_TF
574,Fnr,fumB,b4122,+,0.0,RegulonDB_TF
575,Fnr,fumC,b1611,-,0.0,RegulonDB_TF
576,Fnr,gadA,b3517,-,0.0,RegulonDB_TF
577,Fnr,gadW,b3515,-,0.0,RegulonDB_TF
578,Fnr,fixC,b0043,+,0.0,RegulonDB_TF
579,Fnr,gadX,b3516,-,0.0,RegulonDB_TF
580,Fnr,garL,b3126,+,0.0,RegulonDB_TF
581,Fnr,garP,b3127,+,0.0,RegulonDB_TF
582,Fnr,garR,b3125,+,0.0,RegulonDB_TF
583,Fnr,gcvH,b2904,+,0.0,RegulonDB_TF
584,Fnr,gcvP,b2903,+,0.0,RegulonDB_TF
585,Fnr,gcvT,b2905,+,0.0,RegulonDB_TF
586,Fnr,gdhA,b1761,+,0.0,RegulonDB_TF
587,Fnr,glnD,b0167,?,0.0,RegulonDB_TF
588,Fnr,glnK,b0450,?,0.0,RegulonDB_TF
589,Fnr,glpA,b2241,+,0.0,RegulonDB_TF
590,Fnr,glpB,b2242,+,0.0,RegulonDB_TF
591,Fnr,garK,b3124,+,0.0,RegulonDB_TF
592,Fnr,fixB,b0042,+,0.0,RegulonDB_TF
593,Fnr,fixA,b0041,+,0.0,RegulonDB_TF
594,Fnr,fes,b0585,+,0.0,RegulonDB_TF
595,Fnr,cyoA,b0432,-,0.0,RegulonDB_TF
596,Fnr,cyoB,b0431,-,0.0,RegulonDB_TF
597,Fnr,cyoC,b0430,-,0.0,RegulonDB_TF
598,Fnr,cyoD,b0429,-,0.0,RegulonDB_TF
599,Fnr,cyoE,b0428,-,0.0,RegulonDB_TF
600,Fnr,dcuA,b4138,+,0.0,RegulonDB_TF
601,Fnr,dcuB,b4123,+,0.0,RegulonDB_TF
602,Fnr,dcuC,b0621,+,0.0,RegulonDB_TF
603,Fnr,dcuR,b4124,+,0.0,RegulonDB_TF
604,Fnr,dcuS,b4125,+,0.0,RegulonDB_TF
605,Fnr,dpiA,b0620,-,0.0,RegulonDB_TF
606,Fnr,dpiB,b0619,-,0.0,RegulonDB_TF
607,Fnr,dppA,b3544,-,0.0,RegulonDB_TF
608,Fnr,dppB,b3543,-,0.0,RegulonDB_TF
609,Fnr,dppC,b3542,-,0.0,RegulonDB_TF
610,Fnr,dppD,b3541,-,0.0,RegulonDB_TF
611,Fnr,dppF,b3540,-,0.0,RegulonDB_TF
612,Fnr,emrK,b2368,+,0.0,RegulonDB_TF
613,Fnr,emrY,b2367,+,0.0,RegulonDB_TF
614,Fnr,entF,b0586,+,0.0,RegulonDB_TF
615,Fnr,fdhF,b4079,+,0.0,RegulonDB_TF
616,Fnr,feoA,b3408,+,0.0,RegulonDB_TF
617,Fnr,feoB,b3409,+,0.0,RegulonDB_TF
618,Fnr,feoC,b3410,+,0.0,RegulonDB_TF
619,Fnr,fepE,b0587,+,0.0,RegulonDB_TF
620,Fnr,glpC,b2243,+,0.0,RegulonDB_TF
621,Fur,soxS,b4062,-,0.0,RegulonDB_TF
622,Fnr,glpQ,b2239,+,0.0,RegulonDB_TF
623,Fnr,gltB,b3212,-,0.0,RegulonDB_TF
624,Fnr,norW,b2711,-,0.0,RegulonDB_TF
625,Fnr,ompX,b0814,-,0.0,RegulonDB_TF
626,Fnr,pdhR,b0113,?,0.0,RegulonDB_TF
627,Fnr,pepT,b1127,+,0.0,RegulonDB_TF
628,Fnr,pheM,b1715,-,0.0,RegulonDB_TF
629,Fnr,phoU,b3724,+,0.0,RegulonDB_TF
630,Fnr,pitA,b3493,+,0.0,RegulonDB_TF
631,Fnr,pstA,b3726,+,0.0,RegulonDB_TF
632,Fnr,pstB,b3725,+,0.0,RegulonDB_TF
633,Fnr,pstC,b3727,+,0.0,RegulonDB_TF
634,Fnr,pstS,b3728,+,0.0,RegulonDB_TF
635,Fnr,norV,b2710,-,0.0,RegulonDB_TF
636,Fnr,puuA,b1297,-,0.0,RegulonDB_TF
637,Fnr,rimM,b2608,-,0.0,RegulonDB_TF
638,Fnr,rnpB,b3123,+,0.0,RegulonDB_TF
639,Fnr,rplB,b3317,+,0.0,RegulonDB_TF
640,Fnr,rplC,b3320,+,0.0,RegulonDB_TF
641,Fnr,rplD,b3319,+,0.0,RegulonDB_TF
642,Fnr,rplM,b3231,-,0.0,RegulonDB_TF
643,Fnr,rplP,b3313,+,0.0,RegulonDB_TF
644,Fnr,rplS,b2606,-,0.0,RegulonDB_TF
645,Fnr,rplT,b1716,-,0.0,RegulonDB_TF
646,Fnr,rplV,b3315,+,0.0,RegulonDB_TF
647,Fnr,rplW,b3318,+,0.0,RegulonDB_TF
648,Fnr,puuP,b1296,-,0.0,RegulonDB_TF
649,Fnr,nfeR,b3071,+,0.0,RegulonDB_TF
650,Fnr,nac,b1988,-,0.0,RegulonDB_TF
651,Fnr,moaE,b0785,+,0.0,RegulonDB_TF
652,Fnr,gltD,b3213,-,0.0,RegulonDB_TF
653,Fnr,gltF,b3214,-,0.0,RegulonDB_TF
654,Fnr,gnd,b2029,-,0.0,RegulonDB_TF
655,Fnr,hyfA,b2481,-,0.0,RegulonDB_TF
656,Fnr,hyfB,b2482,-,0.0,RegulonDB_TF
657,Fnr,hyfC,b2483,-,0.0,RegulonDB_TF
658,Fnr,hyfD,b2484,-,0.0,RegulonDB_TF
659,Fnr,hyfE,b2485,-,0.0,RegulonDB_TF
660,Fnr,hyfF,b2486,-,0.0,RegulonDB_TF
661,Fnr,hyfG,b2487,-,0.0,RegulonDB_TF
662,Fnr,hyfH,b2488,-,0.0,RegulonDB_TF
663,Fnr,hyfI,b2489,-,0.0,RegulonDB_TF
664,Fnr,hyfJ,b2490,-,0.0,RegulonDB_TF
665,Fnr,hyfR,b2491,-,0.0,RegulonDB_TF
666,Fnr,idlP,b4722,+,0.0,RegulonDB_TF
667,Fnr,iraD,b4326,+,0.0,RegulonDB_TF
668,Fnr,iraM,b1160,+,0.0,RegulonDB_TF
669,Fnr,katG,b3942,+,0.0,RegulonDB_TF
670,Fnr,lpd,b0116,?,0.0,RegulonDB_TF
671,Fnr,malP,b3417,+,0.0,RegulonDB_TF
672,Fnr,malQ,b3416,+,0.0,RegulonDB_TF
673,Fnr,moaA,b0781,+,0.0,RegulonDB_TF
674,Fnr,moaB,b0782,+,0.0,RegulonDB_TF
675,Fnr,moaC,b0783,+,0.0,RegulonDB_TF
676,Fnr,moaD,b0784,+,0.0,RegulonDB_TF
677,Fnr,glpT,b2240,+,0.0,RegulonDB_TF
678,PhoP,rutD,b1009,+,0.0,RegulonDB_TF
679,Fur,sucA,b0726,+,0.0,RegulonDB_TF
680,Fur,sucC,b0728,+,0.0,RegulonDB_TF
681,H-NS,rrfD,b3274,-,0.0,RegulonDB_TF
682,H-NS,rrfF,b3272,-,0.0,RegulonDB_TF
683,H-NS,rrfG,b2588,-,0.0,RegulonDB_TF
684,H-NS,rrfH,b0205,-,0.0,RegulonDB_TF
685,H-NS,rrlC,b3758,-,0.0,RegulonDB_TF
686,H-NS,rrlD,b3275,-,0.0,RegulonDB_TF
687,H-NS,rrlG,b2589,-,0.0,RegulonDB_TF
688,H-NS,rrlH,b0204,-,0.0,RegulonDB_TF
689,H-NS,rrsC,b3756,-,0.0,RegulonDB_TF
690,H-NS,rrsD,b3278,-,0.0,RegulonDB_TF
691,H-NS,rrsG,b2591,-,0.0,RegulonDB_TF
692,H-NS,rrfC,b3759,-,0.0,RegulonDB_TF
693,H-NS,rrsH,b0201,-,0.0,RegulonDB_TF
694,H-NS,srlB,b2704,+,0.0,RegulonDB_TF
695,H-NS,srlD,b2705,+,0.0,RegulonDB_TF
696,H-NS,srlE,b2703,+,0.0,RegulonDB_TF
697,H-NS,srlR,b2707,+,0.0,RegulonDB_TF
698,H-NS,tcyJ,b1920,+,0.0,RegulonDB_TF
699,H-NS,thrV,b3273,-,0.0,RegulonDB_TF
700,H-NS,ybdZ,b4511,+,0.0,RegulonDB_TF
701,HU,micF,b4439,+,0.0,RegulonDB_TF
702,HU,mtr,b3161,-,0.0,RegulonDB_TF
703,HU,pgm,b0688,-,0.0,RegulonDB_TF
704,HU,seqA,b0687,-,0.0,RegulonDB_TF
705,H-NS,srlA,b2702,+,0.0,RegulonDB_TF
706,HU,tyrP,b1907,-,0.0,RegulonDB_TF
707,H-NS,rnpB,b3123,-,0.0,RegulonDB_TF
708,H-NS,rcsA,b1951,-,0.0,RegulonDB_TF
709,H-NS,garR,b3125,-,0.0,RegulonDB_TF
710,H-NS,glaH,b2659,+,0.0,RegulonDB_TF
711,H-NS,gltU,b3757,-,0.0,RegulonDB_TF
712,H-NS,gltW,b2590,-,0.0,RegulonDB_TF
713,H-NS,gutM,b2706,+,0.0,RegulonDB_TF
714,H-NS,gutQ,b2708,+,0.0,RegulonDB_TF
715,H-NS,hisJ,b2309,+,0.0,RegulonDB_TF
716,H-NS,hisM,b2307,+,0.0,RegulonDB_TF
717,H-NS,hisP,b2306,+,0.0,RegulonDB_TF
718,H-NS,hisQ,b2308,+,0.0,RegulonDB_TF
719,H-NS,ileU,b3277,-,0.0,RegulonDB_TF
720,H-NS,relA,b2784,+,0.0,RegulonDB_TF
721,H-NS,ileV,b0202,-,0.0,RegulonDB_TF
722,H-NS,ilvI,b0077,-,0.0,RegulonDB_TF
723,H-NS,lhgD,b2660,+,0.0,RegulonDB_TF
724,H-NS,mazE,b2783,+,0.0,RegulonDB_TF
725,H-NS,mazF,b2782,+,0.0,RegulonDB_TF
726,H-NS,micF,b4439,-,0.0,RegulonDB_TF
727,H-NS,mukB,b0924,+,0.0,RegulonDB_TF
728,H-NS,mukE,b0923,+,0.0,RegulonDB_TF
729,H-NS,mukF,b0922,+,0.0,RegulonDB_TF
730,H-NS,nhaA,b0019,-,0.0,RegulonDB_TF
731,H-NS,nhaR,b0020,-,0.0,RegulonDB_TF
732,H-NS,osmC,b1482,-,0.0,RegulonDB_TF
733,H-NS,ilvH,b0078,-,0.0,RegulonDB_TF
734,HprR,cyoA,b0432,-,0.0,RegulonDB_TF
735,HprR,cyoB,b0431,-,0.0,RegulonDB_TF
736,HprR,cyoC,b0430,-,0.0,RegulonDB_TF
737,IHF,dppF,b3540,+,0.0,RegulonDB_TF
738,IHF,dps,b0812,+,0.0,RegulonDB_TF
739,IHF,fimA,b4314,+,0.0,RegulonDB_TF
740,IHF,fimC,b4316,+,0.0,RegulonDB_TF
741,IHF,fimD,b4317,+,0.0,RegulonDB_TF
742,IHF,fimF,b4318,+,0.0,RegulonDB_TF
743,IHF,fimG,b4319,+,0.0,RegulonDB_TF
744,IHF,fimH,b4320,+,0.0,RegulonDB_TF
745,IHF,fimI,b4315,+,0.0,RegulonDB_TF
746,IHF,flhC,b1891,-,0.0,RegulonDB_TF
747,IHF,flhD,b1892,-,0.0,RegulonDB_TF
748,IHF,dppD,b3541,+,0.0,RegulonDB_TF
749,IHF,folA,b0048,+,0.0,RegulonDB_TF
750,IHF,glcB,b2976,+,0.0,RegulonDB_TF
751,IHF,glcD,b2979,+,0.0,RegulonDB_TF
752,IHF,glcE,b4468,+,0.0,RegulonDB_TF
753,IHF,glcF,b4467,+,0.0,RegulonDB_TF
754,IHF,glcG,b2977,+,0.0,RegulonDB_TF
755,IHF,gltA,b0720,+,0.0,RegulonDB_TF
756,IHF,hemA,b1210,+,0.0,RegulonDB_TF
757,IHF,hemF,b2436,-,0.0,RegulonDB_TF
758,IHF,hipA,b1507,+,0.0,RegulonDB_TF
759,IHF,hipB,b1508,+,0.0,RegulonDB_TF
760,IHF,htrE,b0139,+,0.0,RegulonDB_TF
761,IHF,glcA,b2975,+,0.0,RegulonDB_TF
762,IHF,dppC,b3542,+,0.0,RegulonDB_TF
763,IHF,dppB,b3543,+,0.0,RegulonDB_TF
764,IHF,dppA,b3544,+,0.0,RegulonDB_TF
765,HprR,cyoD,b0429,-,0.0,RegulonDB_TF
766,HprR,cyoE,b0428,-,0.0,RegulonDB_TF
767,HyfR,focB,b2492,+,0.0,RegulonDB_TF
768,HyfR,hyfA,b2481,+,0.0,RegulonDB_TF
769,HyfR,hyfB,b2482,+,0.0,RegulonDB_TF
770,HyfR,hyfC,b2483,+,0.0,RegulonDB_TF
771,HyfR,hyfD,b2484,+,0.0,RegulonDB_TF
772,HyfR,hyfE,b2485,+,0.0,RegulonDB_TF
773,HyfR,hyfF,b2486,+,0.0,RegulonDB_TF
774,HyfR,hyfG,b2487,+,0.0,RegulonDB_TF
775,HyfR,hyfH,b2488,+,0.0,RegulonDB_TF
776,HyfR,hyfI,b2489,+,0.0,RegulonDB_TF
777,HyfR,hyfJ,b2490,+,0.0,RegulonDB_TF
778,HyfR,hyfR,b2491,+,0.0,RegulonDB_TF
779,HypT,cysH,b2762,+,0.0,RegulonDB_TF
780,HypT,fecA,b4291,-,0.0,RegulonDB_TF
781,HypT,fecB,b4290,-,0.0,RegulonDB_TF
782,HypT,fecC,b4289,-,0.0,RegulonDB_TF
783,HypT,fecD,b4288,-,0.0,RegulonDB_TF
784,HypT,fecE,b4287,-,0.0,RegulonDB_TF
785,HypT,metB,b3939,+,0.0,RegulonDB_TF
786,HypT,metL,b3940,+,0.0,RegulonDB_TF
787,IHF,amiA,b2435,-,0.0,RegulonDB_TF
788,IHF,csrB,b4408,+,0.0,RegulonDB_TF
789,IHF,dcuD,b3227,+,0.0,RegulonDB_TF
790,H-NS,garP,b3127,-,0.0,RegulonDB_TF
791,H-NS,garL,b3126,-,0.0,RegulonDB_TF
792,H-NS,garK,b3124,-,0.0,RegulonDB_TF
793,H-NS,gabT,b2662,+,0.0,RegulonDB_TF
794,GadX,amtB,b0451,+,0.0,RegulonDB_TF
795,GadX,asnB,b0674,+,0.0,RegulonDB_TF
796,GadX,cadA,b4131,+,0.0,RegulonDB_TF
797,GadX,cadB,b4132,+,0.0,RegulonDB_TF
798,GadX,dtpA,b1634,-,0.0,RegulonDB_TF
799,GadX,gadW,b3515,?,0.0,RegulonDB_TF
800,GadX,gadY,b4452,+,0.0,RegulonDB_TF
801,GadX,glnK,b0450,+,0.0,RegulonDB_TF
802,GadX,glsA,b0485,+,0.0,RegulonDB_TF
803,GadX,hns,b1237,+,0.0,RegulonDB_TF
804,GadX,lon,b0439,+,0.0,RegulonDB_TF
805,GadW,slp,b3506,-,0.0,RegulonDB_TF
806,GadX,mdtE,b3513,+,0.0,RegulonDB_TF
807,GadX,rpoS,b2741,+,0.0,RegulonDB_TF
808,GadX,speG,b1584,-,0.0,RegulonDB_TF
809,GadX,uspE,b1333,+,0.0,RegulonDB_TF
810,GadX,ybaT,b0486,+,0.0,RegulonDB_TF
811,GadX,ydeM,b1497,-,0.0,RegulonDB_TF
812,GadX,ydeN,b1498,-,0.0,RegulonDB_TF
813,GadX,ynfB,b1583,-,0.0,RegulonDB_TF
814,GalR,galS,b2151,-,0.0,RegulonDB_TF
815,GalR,mglA,b2149,-,0.0,RegulonDB_TF
816,GalR,mglB,b2150,-,0.0,RegulonDB_TF
817,GalR,mglC,b2148,-,0.0,RegulonDB_TF
818,GadX,mdtF,b3514,+,0.0,RegulonDB_TF
819,GadW,mdtF,b3514,+,0.0,RegulonDB_TF
820,GadW,mdtE,b3513,+,0.0,RegulonDB_TF
821,GadW,gadY,b4452,-,0.0,RegulonDB_TF
822,Fur,sucD,b0729,+,0.0,RegulonDB_TF
823,Fur,ygaC,b2671,-,0.0,RegulonDB_TF
824,Fur,yhhY,b3441,-,0.0,RegulonDB_TF
825,Fur,zinT,b1973,+,0.0,RegulonDB_TF
826,Fur,zwf,b1852,-,0.0,RegulonDB_TF
827,GadE,cyoA,b0432,+,0.0,RegulonDB_TF
828,GadE,cyoB,b0431,+,0.0,RegulonDB_TF
829,GadE,cyoC,b0430,+,0.0,RegulonDB_TF
830,GadE,cyoD,b0429,+,0.0,RegulonDB_TF
831,GadE,cyoE,b0428,+,0.0,RegulonDB_TF
832,GadE,fabZ,b0180,+,0.0,RegulonDB_TF
833,GadE,fliC,b1923,+,0.0,RegulonDB_TF
834,GadE,gnd,b2029,+,0.0,RegulonDB_TF
835,GadE,lpxA,b0181,+,0.0,RegulonDB_TF
836,GadE,lpxD,b0179,+,0.0,RegulonDB_TF
837,GadE,lrp,b0889,+,0.0,RegulonDB_TF
838,GadE,purA,b4177,+,0.0,RegulonDB_TF
839,GadE,skp,b0178,+,0.0,RegulonDB_TF
840,GadE,yhiM,b3491,+,0.0,RegulonDB_TF
841,GadE,yjbQ,b4056,+,0.0,RegulonDB_TF
842,GadE,yjbR,b4057,+,0.0,RegulonDB_TF
843,GadW,dctR,b3507,-,0.0,RegulonDB_TF
844,GadW,gadE,b3512,+,0.0,RegulonDB_TF
845,GadW,gadF,b4718,+,0.0,RegulonDB_TF
846,GadW,gadW,b3515,-,0.0,RegulonDB_TF
847,GalS,galR,b2837,-,0.0,RegulonDB_TF
848,Fur,sucB,b0727,+,0.0,RegulonDB_TF
849,GalS,galS,b2151,-,0.0,RegulonDB_TF
850,GalS,mglB,b2150,-,0.0,RegulonDB_TF
851,H-NS,caiA,b0039,-,0.0,RegulonDB_TF
852,H-NS,caiB,b0038,-,0.0,RegulonDB_TF
853,H-NS,caiC,b0037,-,0.0,RegulonDB_TF
854,H-NS,caiD,b0036,-,0.0,RegulonDB_TF
855,H-NS,caiE,b0035,-,0.0,RegulonDB_TF
856,H-NS,caiF,b0034,-,0.0,RegulonDB_TF
857,H-NS,caiT,b0040,-,0.0,RegulonDB_TF
858,H-NS,cmoM,b0921,+,0.0,RegulonDB_TF
859,H-NS,csiE,b2535,+,0.0,RegulonDB_TF
860,H-NS,cspD,b0880,+,0.0,RegulonDB_TF
861,H-NS,cysA,b2422,-,0.0,RegulonDB_TF
862,H-NS,bolA,b0435,-,0.0,RegulonDB_TF
863,H-NS,cysM,b2421,-,0.0,RegulonDB_TF
864,H-NS,cysU,b2424,-,0.0,RegulonDB_TF
865,H-NS,cysW,b2423,-,0.0,RegulonDB_TF
866,H-NS,degP,b0161,-,0.0,RegulonDB_TF
867,H-NS,entF,b0586,+,0.0,RegulonDB_TF
868,H-NS,fepE,b0587,+,0.0,RegulonDB_TF
869,H-NS,fes,b0585,+,0.0,RegulonDB_TF
870,H-NS,fliA,b1922,+,0.0,RegulonDB_TF
871,H-NS,fliC,b1923,+,0.0,RegulonDB_TF
872,H-NS,fliZ,b1921,+,0.0,RegulonDB_TF
873,H-NS,gabD,b2661,+,0.0,RegulonDB_TF
874,H-NS,gabP,b2663,+,0.0,RegulonDB_TF
875,H-NS,cysP,b2425,-,0.0,RegulonDB_TF
876,H-NS,asr,b1597,-,0.0,RegulonDB_TF
877,H-NS,alaV,b0203,-,0.0,RegulonDB_TF
878,H-NS,alaU,b3276,-,0.0,RegulonDB_TF
879,GalS,mglC,b2148,-,0.0,RegulonDB_TF
880,GatR,gatA,b2094,-,0.0,RegulonDB_TF
881,GatR,gatB,b2093,-,0.0,RegulonDB_TF
882,GatR,gatC,b2092,-,0.0,RegulonDB_TF
883,GatR,gatD,b2091,-,0.0,RegulonDB_TF
884,GatR,gatY,b2096,-,0.0,RegulonDB_TF
885,GatR,gatZ,b2095,-,0.0,RegulonDB_TF
886,GntR,idnD,b4267,-,0.0,RegulonDB_TF
887,GntR,idnK,b4268,-,0.0,RegulonDB_TF
888,GntR,idnO,b4266,-,0.0,RegulonDB_TF
889,GntR,idnR,b4264,-,0.0,RegulonDB_TF
890,GntR,idnT,b4265,-,0.0,RegulonDB_TF
891,GntR,nfuA,b3414,-,0.0,RegulonDB_TF
892,GntR,yhgH,b3413,-,0.0,RegulonDB_TF
893,GutM,gutM,b2706,+,0.0,RegulonDB_TF
894,GutM,gutQ,b2708,+,0.0,RegulonDB_TF
895,GutM,srlA,b2702,+,0.0,RegulonDB_TF
896,GutM,srlB,b2704,+,0.0,RegulonDB_TF
897,GutM,srlD,b2705,+,0.0,RegulonDB_TF
898,GutM,srlE,b2703,+,0.0,RegulonDB_TF
899,GutM,srlR,b2707,+,0.0,RegulonDB_TF
900,H-NS,acrE,b3265,-,0.0,RegulonDB_TF
901,H-NS,acrF,b3266,-,0.0,RegulonDB_TF
902,H-NS,adeD,b3665,-,0.0,RegulonDB_TF
903,H-NS,adiA,b4117,-,0.0,RegulonDB_TF
904,GalS,mglA,b2149,-,0.0,RegulonDB_TF
905,Fnr,cydD,b0887,+,0.0,RegulonDB_TF
